"First.Protein.Description","CTRL_2","CTRL_3","CTRL_4","CTRL.myr_1","CTRL.myr_2","CTRL.myr_3","CTRL.myr_4","HBV_1","HBV_2","HBV_3","HBV_4","HBV.myr_1","HBV.myr_2","HBV.myr_3","HBV.myr_4","Pval","adjPval","negLog10_sca_adjPval","HBV.myr_vs_HBV","Diff_Abund","Protein_Names","Genes","ProtDesc"
"Aldo-keto reductase family 1 member C2",18.8945178985596,18.7262687683105,18.755989074707,17.9936618804932,18.3778114318848,19.0271644592285,18.8098907470703,17.5682678222656,17.3867130279541,18.1158103942871,18.3318214416504,17.0985355377197,17.3341064453125,18.0668716430664,18.8120613098145,0.961454488281317,0.995579334537958,0.00192412671719819,0.0227594375610245,"Non-significant","AK1C2_HUMAN","AKR1C2","Aldo-keto reductase family 1 member C2"
"Aldo-keto reductase family 1 member B10",18.3638858795166,18.3916301727295,18.4604072570801,17.6877174377441,17.758321762085,18.8604354858398,18.5268592834473,16.8649597167969,17.7115669250488,17.2816848754883,17.4864025115967,17.317403793335,17.3715038299561,17.7768115997314,18.1980419158936,0.272671736278928,0.940212542502525,0.0267739595896901,-0.329786777496352,"Non-significant","AK1BA_HUMAN","AKR1B10","Aldo-keto reductase family 1 member B10"
"Aldo-keto reductase family 1 member A1",17.7738933563232,17.4871406555176,17.7992877960205,17.0572834014893,17.3550930023193,18.2257061004639,17.9083213806152,16.5183734893799,16.4020442962646,17.3699970245361,17.4781856536865,15.8214426040649,16.3538761138916,17.2452182769775,17.8124904632568,0.809143064112675,0.993555423949802,0.00280790143369389,0.133893251419074,"Non-significant","AK1A1_HUMAN","AKR1A1","Aldo-keto reductase family 1 member A1"
"Apoptosis-inducing factor 1, mitochondrial",16.3373184204102,15.7405214309692,16.0568294525146,13.1366214752197,16.3387393951416,17.0953559875488,16.5650062561035,14.9302062988281,12.912109375,15.9289112091064,15.0268497467041,13.5927295684814,16.2149753570557,16.2230415344238,16.2448768615723,0.379368520554057,0.986278956908265,0.00600023281587292,-0.869386672973651,"Non-significant","AIFM1_HUMAN","AIFM1","Apoptosis-inducing factor 1, mitochondrial"
"Protein AHNAK2",18.1850051879883,18.7885456085205,18.6244735717773,18.5496501922607,15.8187284469604,18.1246318817139,18.4638519287109,18.4880123138428,18.2464427947998,12.6018829345703,18.3099021911621,18.4473533630371,18.2711658477783,18.4446506500244,18.3140735626221,0.385279404301972,0.986278956908265,0.00600023281587292,-1.45775079727172,"Non-significant","AHNK2_HUMAN","AHNAK2","Protein AHNAK2"
"Neuroblast differentiation-associated protein AHNAK",17.5949077606201,16.5875339508057,16.8519191741943,16.5828151702881,16.0961761474609,16.6914443969727,16.2973613739014,16.0837001800537,15.6282634735107,16.3391742706299,16.6189308166504,15.1300077438354,13.7555408477783,16.81858253479,16.5506534576416,0.464963977219149,0.986278956908265,0.00600023281587292,0.603821039199849,"Non-significant","AHNK_HUMAN","AHNAK","Neuroblast differentiation-associated protein AHNAK"
"Agrin",14.9535188674927,15.7195463180542,14.8747844696045,15.8206005096436,15.5522880554199,15.3974504470825,14.9776067733765,15.229926109314,15.843656539917,15.4984531402588,15.3618202209473,14.8577766418457,15.476806640625,14.99196434021,14.7324485778809,0.0686320599562682,0.638964478192857,0.194523284805034,0.468714952468874,"Non-significant","AGRIN_HUMAN","AGRN","Agrin"
"Phosphoacetylglucosamine mutase",16.0503349304199,15.6440763473511,16.0278911590576,15.3578681945801,15.0148620605469,15.978889465332,16.0913753509521,14.6182823181152,14.5692386627197,15.4440212249756,15.2592096328735,14.372953414917,14.16623878479,15.5981340408325,15.9385757446289,0.929307412356087,0.993555423949802,0.00280790143369389,-0.0462875366211009,"Non-significant","AGM1_HUMAN","PGM3","Phosphoacetylglucosamine mutase"
"AFG3-like protein 2",14.9680519104004,13.4078969955444,13.6418123245239,18.5426273345947,18.694507598877,18.079683303833,18.5744781494141,13.5253953933716,14.1999206542969,13.7038555145264,15.1936292648315,18.6357498168945,18.6800098419189,18.5952396392822,18.6558704376221,0.0012260928157497,0.0878071085740748,1.05647032362093,-4.48601722717283,"Non-significant","AFG32_HUMAN","AFG3L2","AFG3-like protein 2"
"Afamin",19.5003910064697,20.316822052002,20.4717636108398,20.6800556182861,20.6915760040283,20.0710506439209,20.0106430053711,20.6751441955566,20.6587047576904,20.5319328308105,20.7747077941895,20.8046016693115,20.8761653900146,20.7721481323242,21.2123050689697,0.0795919916485816,0.662692101623066,0.178688205570001,-0.256182670593251,"Non-significant","AFAM_HUMAN","AFM","Afamin"
"Adrenodoxin, mitochondrial",13.716362953186,13.9151363372803,15.426815032959,14.0229196548462,13.7875900268555,14.4176940917969,14.6384077072144,13.1223077774048,12.8132371902466,14.5257167816162,14.3204154968262,12.0521068572998,12.4359464645386,14.694504737854,13.9996919631958,0.61997112200596,0.986278956908265,0.00600023281587292,0.3998568058014,"Non-significant","ADX_HUMAN","FDX1","Adrenodoxin, mitochondrial"
"ADP/ATP translocase 2",16.1501274108887,13.0696439743042,13.5974063873291,15.7941646575928,15.8257236480713,15.8441514968872,19.0129165649414,15.9233465194702,15.2568607330322,17.4164848327637,17.7892017364502,15.6997327804565,16.1861038208008,15.9038305282593,12.7491064071655,0.198651751999216,0.878098996556955,0.0564565191340146,1.46178007125855,"Non-significant","ADT2_HUMAN","SLC25A5","ADP/ATP translocase 2"
"Adenosine kinase",18.1524829864502,18.2571353912354,17.8370056152344,18.0304832458496,18.4126777648926,18.416748046875,18.0037651062012,17.2695293426514,17.2380695343018,17.6577301025391,18.3279876708984,17.1853790283203,17.7564525604248,17.5802440643311,17.8607406616211,0.928854622855684,0.993555423949802,0.00280790143369389,0.0276250839233505,"Non-significant","ADK_HUMAN","ADK","Adenosine kinase"
"Alcohol dehydrogenase class-3",17.8961486816406,18.0515441894531,18.1111907958984,17.9143199920654,17.8303604125977,18.3009548187256,18.0855865478516,17.0753326416016,16.7552909851074,17.9469413757324,16.344144821167,16.4238624572754,17.1160297393799,17.4756698608398,18.1837368011475,0.609641183691298,0.986278956908265,0.00600023281587292,-0.269397258758552,"Non-significant","ADHX_HUMAN","ADH5","Alcohol dehydrogenase class-3"
"Alcohol dehydrogenase 6",15.5469064712524,15.3448753356934,15.1322746276855,13.638129234314,14.2560710906982,15.3704357147217,15.3577651977539,14.6575527191162,14.512825012207,13.1371746063232,13.7157621383667,14.8358430862427,14.3569955825806,12.422080039978,14.7394380569458,0.906146387827149,0.993555423949802,0.00280790143369389,-0.0827605724335001,"Non-significant","ADH6_HUMAN","ADH6","Alcohol dehydrogenase 6"
"All-trans-retinol dehydrogenase [NAD(+)] ADH4",18.4182815551758,19.1067447662354,18.7593688964844,17.8271999359131,18.0318470001221,19.3001747131348,19.189510345459,17.1524925231934,17.0776615142822,17.5882835388184,17.7956085205078,17.863805770874,17.8885765075684,18.5239715576172,19.2372379302979,0.0495580747650337,0.536692356245432,0.270274590038229,-0.974886417388927,"Non-significant","ADH4_HUMAN","ADH4","All-trans-retinol dehydrogenase [NAD(+)] ADH4"
"Alcohol dehydrogenase 1C",18.9493083953857,18.8729934692383,19.1759605407715,18.0928249359131,18.2054023742676,20.012321472168,19.7681999206543,17.0327243804932,16.9748287200928,17.6977081298828,18.1159172058105,17.9993724822998,18.3339538574219,18.826789855957,19.7083892822266,0.0371435098379216,0.504123720858176,0.297462866943047,-1.2618317604065,"Non-significant","ADH1G_HUMAN","ADH1C","Alcohol dehydrogenase 1C"
"All-trans-retinol dehydrogenase [NAD(+)] ADH1B",21.1223220825195,20.805004119873,21.0923595428467,20.270809173584,20.5079746246338,22.19384765625,21.6913928985596,19.0790271759033,19.1112804412842,19.9803771972656,20.3205509185791,19.9510288238525,20.1618461608887,20.7667808532715,21.8797588348389,0.0972324430521816,0.700192218930129,0.154782719755626,-1.06704473495485,"Non-significant","ADH1B_HUMAN","ADH1B","All-trans-retinol dehydrogenase [NAD(+)] ADH1B"
"Alcohol dehydrogenase 1A",18.7384777069092,18.6159019470215,18.68603515625,17.7828197479248,17.9549293518066,19.6432189941406,19.1363754272461,16.2737350463867,16.5052051544189,17.71337890625,17.705883026123,17.4221477508545,17.7702827453613,18.4109687805176,19.2145805358887,0.0806212242196926,0.662692101623066,0.178688205570001,-1.15494441986088,"Non-significant","ADH1A_HUMAN","ADH1A","Alcohol dehydrogenase 1A"
"Acylphosphatase-2",15.3059797286987,14.5829296112061,14.951958656311,14.9037561416626,13.0424671173096,15.1595478057861,14.9101934432983,12.9985771179199,13.2476177215576,15.2507390975952,12.8517923355103,13.6005868911743,13.4467000961304,13.720100402832,14.5799350738525,0.704864307503363,0.993555423949802,0.00280790143369389,-0.24964904785155,"Non-significant","ACYP2_HUMAN","ACYP2","Acylphosphatase-2"
"Aminoacylase-1",19.5936374664307,19.4501800537109,19.6746025085449,18.6220302581787,18.9482440948486,19.7397937774658,19.485782623291,18.1687545776367,17.7229881286621,18.9873638153076,19.2603912353516,17.7889022827148,18.194034576416,18.61594581604,19.3154354095459,0.911061595690622,0.993555423949802,0.00280790143369389,0.0562949180603276,"Non-significant","ACY1_HUMAN","ACY1","Aminoacylase-1"
"Alpha-actinin-4",19.7498474121094,19.5954036712646,19.7877578735352,18.7858123779297,19.1257095336914,19.7253189086914,19.5052757263184,18.4020328521729,18.0595970153809,19.0817070007324,19.1024265289307,17.8094863891602,18.2596244812012,18.742015838623,19.2159423828125,0.711677156415518,0.993555423949802,0.00280790143369389,0.154673576354998,"Non-significant","ACTN4_HUMAN","ACTN4","Alpha-actinin-4"
"Alpha-actinin-1",17.6258087158203,17.5633525848389,17.7537002563477,16.667610168457,17.1894779205322,17.5089244842529,17.37721824646,16.523754119873,16.3719291687012,17.0296001434326,17.1916465759277,16.0631694793701,16.2706260681152,16.745174407959,16.9628505706787,0.383644627049492,0.986278956908265,0.00600023281587292,0.268777370452877,"Non-significant","ACTN1_HUMAN","ACTN1","Alpha-actinin-1"
"Actin, cytoplasmic 1",22.6404628753662,22.5681018829346,22.741641998291,21.8266143798828,22.1440258026123,22.4258670806885,22.3360443115234,21.5444202423096,21.5770111083984,22.0555019378662,22.1624317169189,21.213960647583,21.3679218292236,21.5743255615234,21.9125881195068,0.199010621131598,0.878098996556955,0.0564565191340146,0.317642211914073,"Non-significant","ACTB_HUMAN;ACTG_HUMAN","ACTB;ACTG1","Actin, cytoplasmic 1"
"Actin, aortic smooth muscle",20.3191070556641,20.7252063751221,20.681188583374,18.9398307800293,19.4650821685791,19.8947372436523,20.0935211181641,19.4518623352051,19.6940441131592,20.2627010345459,19.4754276275635,19.3174018859863,19.4534854888916,19.7084560394287,19.7058525085449,0.45163138400171,0.986278956908265,0.00600023281587292,0.17470979690555,"Non-significant","ACTA_HUMAN","ACTA2","Actin, aortic smooth muscle"
"Long-chain-fatty-acid--CoA ligase 1",15.5500106811523,14.8778924942017,15.0767278671265,15.5075283050537,14.6057281494141,14.8509969711304,15.4372577667236,14.4938926696777,14.2151536941528,14.9144878387451,15.6218461990356,14.9016962051392,13.1499156951904,12.8260822296143,12.3410444259644,0.067849503269122,0.638964478192857,0.194523284805034,1.50666046142572,"Non-significant","ACSL1_HUMAN","ACSL1","Long-chain-fatty-acid--CoA ligase 1"
"Acyl-coenzyme A synthetase ACSM2B, mitochondrial",15.4673566818237,14.7487382888794,15.2869291305542,14.9711122512817,15.311595916748,15.7756309509277,15.3523778915405,12.7313632965088,13.1853523254395,14.1488733291626,14.4897975921631,14.3837718963623,13.0352916717529,13.835675239563,15.1273498535156,0.477169553032011,0.986278956908265,0.00600023281587292,-0.45667552947995,"Non-significant","ACS2B_HUMAN","ACSM2B","Acyl-coenzyme A synthetase ACSM2B, mitochondrial"
"Acylamino-acid-releasing enzyme",18.8685455322266,18.7497310638428,19.1328468322754,18.0838069915771,18.6068649291992,18.9531173706055,18.8443965911865,17.6367092132568,17.1986083984375,18.2979412078857,18.5830726623535,17.556827545166,17.8316783905029,18.0022373199463,18.7368507385254,0.8074065874632,0.993555423949802,0.00280790143369389,-0.102815628051772,"Non-significant","ACPH_HUMAN","APEH","Acylamino-acid-releasing enzyme"
"Acyl-coenzyme A thioesterase 1",18.4726390838623,18.2799015045166,18.7765808105469,18.0370693206787,18.1806240081787,18.9110698699951,18.835729598999,17.6900329589844,17.2687797546387,17.611795425415,18.3667411804199,17.3993282318115,17.7836894989014,18.2083587646484,18.7742214202881,0.444652522279646,0.986278956908265,0.00600023281587292,-0.307062149047848,"Non-significant","ACOT1_HUMAN","ACOT1","Acyl-coenzyme A thioesterase 1"
"Aconitate hydratase, mitochondrial",16.4063129425049,15.9013338088989,16.5281448364258,15.4958429336548,15.8289499282837,16.4366283416748,16.3125457763672,15.742504119873,14.4320135116577,15.1711177825928,15.0538368225098,14.6929588317871,14.3669233322144,14.9350080490112,15.5697402954102,0.59319071769874,0.986278956908265,0.00600023281587292,0.2087104320526,"Non-significant","ACON_HUMAN","ACO2","Aconitate hydratase, mitochondrial"
"Cytoplasmic aconitate hydratase",18.2851409912109,18.3648357391357,18.4024257659912,17.5754280090332,17.7366390228271,18.7934608459473,18.7015800476074,16.8249969482422,16.9498386383057,17.3374309539795,17.3668251037598,16.5887489318848,17.1544036865234,17.4352722167969,18.0015449523926,0.616085184954538,0.986278956908265,0.00600023281587292,-0.175219535827626,"Non-significant","ACOC_HUMAN","ACO1","Cytoplasmic aconitate hydratase"
"Acetylcholinesterase",15.9705801010132,16.0612030029297,15.8914632797241,16.0384998321533,15.9981470108032,15.8871469497681,15.9863729476929,15.6534156799316,15.5460443496704,16.0753383636475,16.0355110168457,16.055591583252,15.93834400177,15.9934539794922,15.9827690124512,0.306459781706374,0.954890286085711,0.0200465246306734,-0.164962291717551,"Non-significant","ACES_HUMAN","ACHE","Acetylcholinesterase"
"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",15.786660194397,14.8082304000854,15.7168760299683,13.2652921676636,14.4586248397827,15.1866598129272,15.3945293426514,12.0103921890259,13.2335090637207,14.3957748413086,14.5793371200562,13.6512041091919,13.6615886688232,14.0514974594116,14.6697931289673,0.518648373926121,0.986278956908265,0.00600023281587292,-0.45376753807065,"Non-significant","ACDSB_HUMAN","ACADSB","Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial"
"Acyl-CoA-binding protein",17.209644317627,17.3634414672852,18.0728702545166,16.6464462280273,17.0343914031982,17.2397003173828,17.5920562744141,16.6361427307129,16.2906589508057,17.6429119110107,17.1898918151855,16.9203186035156,16.7944412231445,17.4611110687256,17.2860164642334,0.626585034647919,0.986278956908265,0.00600023281587292,-0.175570487976074,"Non-significant","ACBP_HUMAN","DBI","Acyl-CoA-binding protein"
"Costars family protein ABRACL",15.9552593231201,15.396635055542,15.9913425445557,14.8136310577393,15.0791101455688,16.5452747344971,15.8726606369019,15.4621858596802,13.4613256454468,15.8124074935913,14.7757902145386,13.810772895813,14.1253566741943,16.2009792327881,16.0316371917725,0.846578674632222,0.993555423949802,0.00280790143369389,-0.16425919532775,"Non-significant","ABRAL_HUMAN","ABRACL","Costars family protein ABRACL"
"Protein ABHD14B",17.7890491485596,17.6316318511963,17.8773384094238,17.0457916259766,17.4273872375488,17.9981384277344,17.9105205535889,16.907054901123,16.4393787384033,17.3830375671387,17.8173217773438,16.4242515563965,16.5763397216797,17.246452331543,17.6065788269043,0.685871819005334,0.993555423949802,0.00280790143369389,0.173292636871327,"Non-significant","ABHEB_HUMAN","ABHD14B","Protein ABHD14B"
"Aspartate aminotransferase, mitochondrial",19.7065410614014,19.7036209106445,19.9338035583496,18.8025512695313,19.3271560668945,19.5177879333496,19.7608470916748,18.3778667449951,18.1227264404297,18.8164615631104,19.0508365631104,18.4488468170166,18.68385887146,18.8285236358643,19.4397087097168,0.419045712567615,0.986278956908265,0.00600023281587292,-0.258261680603024,"Non-significant","AATM_HUMAN","GOT2","Aspartate aminotransferase, mitochondrial"
"Aspartate aminotransferase, cytoplasmic",19.0752735137939,18.8332042694092,19.1214923858643,18.0317611694336,18.4558811187744,19.0297718048096,18.8826484680176,17.493034362793,17.0348091125488,18.1878261566162,18.3345966339111,16.9954357147217,17.5936546325684,17.8922576904297,18.5725898742676,0.998430044769953,0.999503625463254,0.000215626242382658,-0.000917911529576543,"Non-significant","AATC_HUMAN","GOT1","Aspartate aminotransferase, cytoplasmic"
"Alpha-1-antichymotrypsin",23.028413772583,23.145170211792,22.9276599884033,22.634391784668,22.95041847229,22.7775897979736,22.8005218505859,22.5134906768799,22.4718933105469,22.5994968414307,22.8301448822021,22.132116317749,22.2987213134766,22.1695117950439,22.203441619873,0.00921060024273286,0.245001966456694,0.610830429848268,0.402808666229276,"Non-significant","AACT_HUMAN","SERPINA3","Alpha-1-antichymotrypsin"
"Amyloid-beta precursor protein",13.7170267105103,15.7481327056885,16.4080009460449,16.5878677368164,16.5027503967285,15.6987180709839,16.6836795806885,15.9691591262817,16.2690124511719,17.03830909729,16.646053314209,16.539981842041,16.293514251709,16.6702136993408,16.6508560180664,0.826675075804606,0.993555423949802,0.00280790143369389,-0.058007955551151,"Non-significant","A4_HUMAN","APP","Amyloid-beta precursor protein"
