HBV	HBV_pure_new	HDV	Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description
15.9005	17.2903	16.3553	Q93008	Q93008	USP9X_HUMAN	USP9X	Probable ubiquitin carboxyl-terminal hydrolase FAF-X
15.3053	17.5625	NaN	Q93009	Q93009;F5H2X1;A0A669KBL1;H3BND8	UBP7_HUMAN	USP7	Ubiquitin carboxyl-terminal hydrolase 7
13.9742	16.0923	NaN	Q93034	Q93034	CUL5_HUMAN	CUL5	Cullin-5
14.3705	14.1075	NaN	Q93052	Q93052;C9JIY7;C9JUT4;C9J1K7;C9J5C8;A0A087WZF1;C9J3U9;C9J4E3;C9J2R5;C9JT42	LPP_HUMAN	LPP	Lipoma-preferred partner
19.0243	19.0583	18.7687	Q93063	Q93063	EXT2_HUMAN	EXT2	Exostosin-2
18.7554	18.9114	18.1066	Q93088	Q93088;Q9H2M3;E5RJH0	BHMT1_HUMAN	BHMT	Betaine--homocysteine S-methyltransferase 1
19.0432	20.2883	18.8022	Q93099	Q93099;H7C576	HGD_HUMAN	HGD	Homogentisate 1,2-dioxygenase
15.6925	16.716	NaN	Q969P0	Q969P0;C9J8Z4	IGSF8_HUMAN	IGSF8	Immunoglobulin superfamily member 8
NaN	NaN	18.1418	Q96A83	Q96A83	COQA1_HUMAN	COL26A1	Collagen alpha-1(XXVI) chain
13.9393	14.7264	NaN	Q96AC1	Q96AC1;H0YJ34;A0A0U1RRM8	FERM2_HUMAN	FERMT2	Fermitin family homolog 2
16.1301	16.6246	NaN	Q96AE4	Q96AE4;E9PEB5;C9JSZ1	FUBP1_HUMAN	FUBP1	Far upstream element-binding protein 1
NaN	16.954	NaN	Q96AG4	Q96AG4	LRC59_HUMAN	LRRC59	Leucine-rich repeat-containing protein 59
18.5521	18.7738	15.8294	Q96C23	Q96C23;B8ZZ75;H7C1B5	GALM_HUMAN	GALM	Galactose mutarotase
15.7392	17.3403	NaN	Q96C36	Q96C36;A0A087WTV6;A0A087WZR9	P5CR2_HUMAN	PYCR2	Pyrroline-5-carboxylate reductase 2
14.0895	15.7228	NaN	Q96C86	Q96C86;A0A3B3ITF0	DCPS_HUMAN	DCPS	m7GpppX diphosphatase
19.1971	18.8285	16.2883	Q96CG8	Q96CG8;E5RK99	CTHR1_HUMAN	CTHRC1	Collagen triple helix repeat-containing protein 1
18.0123	18.7535	15.9348	Q96CW1	Q96CW1;E9PFW3;C9JGT8;A0A087WY71;C9JJ47;C9JTK4	AP2M1_HUMAN	AP2M1	AP-2 complex subunit mu
15.5961	16.0551	13.7527	Q96CX2	Q96CX2	KCD12_HUMAN	KCTD12	BTB/POZ domain-containing protein KCTD12
17.288	14.855	19.3071	Q96D15	Q96D15;M0QZH0	RCN3_HUMAN	RCN3	Reticulocalbin-3
18.9334	19.9198	NaN	Q96DA0	Q96DA0;I3L3X0;A0A0C4DGN4;I3L1H9	ZG16B_HUMAN	ZG16B	Zymogen granule protein 16 homolog B
NaN	14.3647	NaN	Q96DG6	Q96DG6	CMBL_HUMAN	CMBL	Carboxymethylenebutenolidase homolog
14.9027	16.4321	NaN	Q96DI7	Q96DI7	SNR40_HUMAN	SNRNP40	U5 small nuclear ribonucleoprotein 40 kDa protein
NaN	16.3369	NaN	Q96EK6	Q96EK6;G3V4W4;G3V5E4	GNA1_HUMAN	GNPNAT1	Glucosamine 6-phosphate N-acetyltransferase
NaN	15.5475	NaN	Q96EY1	Q96EY1	DNJA3_HUMAN	DNAJA3	DnaJ homolog subfamily A member 3, mitochondrial
15.757	16.9636	NaN	Q96F07	Q96F07;Q7L576;A0A087WWL1;H7C229;A0A0G2JRV9;A0A087WWZ1;A0A087WU52;A0A0G2JRX2;A0A0G2JR96;A0A087WTQ3;E7EVJ5;A0A087WVE1;A0A0G2JQT1	CYFP2_HUMAN	CYFIP2	Cytoplasmic FMR1-interacting protein 2
17.2579	17.6916	15.4427	Q96FW1	Q96FW1;F5H6Q1;J3KR44;F5GYJ8;F5GYN4;F5H3F0	OTUB1_HUMAN	OTUB1	Ubiquitin thioesterase OTUB1
15.1976	16.7135	NaN	Q96GK7	Q96GK7;C9JGM0	FAH2A_HUMAN	FAHD2A	Fumarylacetoacetate hydrolase domain-containing protein 2A
14.2045	16.0698	NaN	Q96GQ7	Q96GQ7;A0A087X059;B7Z6D5	DDX27_HUMAN	DDX27	Probable ATP-dependent RNA helicase DDX27
NaN	14.4752	NaN	Q96HC4	Q96HC4;A0A0A0MSP3;H0Y8Y3	PDLI5_HUMAN	PDLIM5	PDZ and LIM domain protein 5
16.4561	17.0982	NaN	Q96HE7	Q96HE7	ERO1A_HUMAN	ERO1A	ERO1-like protein alpha
18.5362	18.7984	14.4726	Q96HR9	Q96HR9	REEP6_HUMAN	REEP6	Receptor expression-enhancing protein 6
NaN	14.5493	NaN	Q96I15	Q96I15;H7C277;H7C3V9;A0A0A0MQU4;C9JNL5	SCLY_HUMAN	SCLY	Selenocysteine lyase
18.9395	19.3226	18.1862	Q96IY4	Q96IY4;A0A087WSY5;A0A6Q8PHS9;A0A6Q8PG06	CBPB2_HUMAN	CPB2	Carboxypeptidase B2
22.8718	20.336	23.8164	Q96JB1	Q96JB1;A0A075B6F3;H0Y7V4	DYH8_HUMAN	DNAH8	Dynein heavy chain 8, axonemal
19.6358	20.0498	16.9329	Q96JD6	Q96JD6;G3V1C1	AKCL2_HUMAN	AKR1E2	1,5-anhydro-D-fructose reductase
12.8556	15.2097	NaN	Q96KG9	Q96KG9;H0YCI6;E9PS17;A0A0A0MQX4;E9PK59;E9PPN3	SCYL1_HUMAN	SCYL1	N-terminal kinase-like protein
18.6366	18.68	17.4541	Q96KP4	Q96KP4	CNDP2_HUMAN	CNDP2	Cytosolic non-specific dipeptidase
18.1202	18.4087	16.1937	Q96L12	Q96L12	CALR3_HUMAN	CALR3	Calreticulin-3
14.8596	15.5223	NaN	Q96N76	Q96N76	HUTU_HUMAN	UROC1	Urocanate hydratase
15.6743	16.5556	NaN	Q96NY7;Q9NZA1	Q9NZA1;Q96NY7;A0A2R8Y4M1;A0A5F9ZHK1;A0A2R8Y615;A0A2R8YGW2	CLIC5_HUMAN;CLIC6_HUMAN	CLIC5;CLIC6	Chloride intracellular channel protein 6
16.3903	15.3055	14.8484	Q96P44	Q96P44;F5GZK2	COLA1_HUMAN	COL21A1	Collagen alpha-1(XXI) chain
19.0265	16.8312	19.7325	Q96PD5	Q96PD5	PGRP2_HUMAN	PGLYRP2	N-acetylmuramoyl-L-alanine amidase
18.6417	19.3052	15.4447	Q96QK1	Q96QK1	VPS35_HUMAN	VPS35	Vacuolar protein sorting-associated protein 35
13.2142	13.0614	NaN	Q96RS6	Q96RS6	NUDC1_HUMAN	NUDCD1	NudC domain-containing protein 1
17.8034	17.915	18.7714	Q96RW7	Q96RW7	HMCN1_HUMAN	HMCN1	Hemicentin-1
14.4584	14.8826	NaN	Q96SB4	Q96SB4;H3BLV9	SRPK1_HUMAN	SRPK1	SRSF protein kinase 1
NaN	14.8871	NaN	Q96T76	Q96T76;H7C1W5	MMS19_HUMAN	MMS19	MMS19 nucleotide excision repair protein homolog
14.523	15.7913	NaN	Q96TA1	Q96TA1	NIBA2_HUMAN	NIBAN2	Protein Niban 2
16.3792	17.3048	NaN	Q99426	Q99426;K7EK42;A0A494C0X0;K7EP07	TBCB_HUMAN	TBCB	Tubulin-folding cofactor B
14.2304	13.712	15.6695	Q99435	Q99435;F8VZ72;F8VXR5;F8W1A2;F8VVB6;F8VRQ0	NELL2_HUMAN	NELL2	Protein kinase C-binding protein NELL2
14.7177	16.7784	NaN	Q99447	Q99447;I3L3V9;I3L1R7	PCY2_HUMAN	PCYT2	Ethanolamine-phosphate cytidylyltransferase
16.8432	16.5033	15.2122	Q99459	Q99459	CDC5L_HUMAN	CDC5L	Cell division cycle 5-like protein
17.2299	18.1269	16.0985	Q99460	Q99460;H7C378;A0A087WW66	PSMD1_HUMAN	PSMD1	26S proteasome non-ATPase regulatory subunit 1
13.6657	14.3973	NaN	Q99466	Q99466;A0A1U9X989;A0A140T8Y6;A0A140T9R5	NOTC4_HUMAN	NOTCH4	Neurogenic locus notch homolog protein 4
NaN	16.0149	NaN	Q99470	Q99470;K7ELI9	SDF2_HUMAN	SDF2	Stromal cell-derived factor 2
16.1	NaN	NaN	Q99490	Q99490;J3KNM6;F8VVT9	AGAP2_HUMAN	AGAP2	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2
15.666	16.23	16.7175	Q99497	Q99497;K7ELW0	PARK7_HUMAN	PARK7	Parkinson disease protein 7
17.0895	17.5547	15.273	Q99519	Q99519;E9PIF4	NEUR1_HUMAN	NEU1	Sialidase-1
18.106	19.0749	17.2614	Q99536	Q99536;K7EJM4	VAT1_HUMAN	VAT1	Synaptic vesicle membrane protein VAT-1 homolog
17.703	18.9407	16.9787	Q99613	B5ME19;Q99613	EIF3C_HUMAN	EIF3C	Eukaryotic translation initiation factor 3 subunit C
16.7119	18.2689	14.971	Q99627	Q99627;E9PGT6	CSN8_HUMAN	COPS8	COP9 signalosome complex subunit 8
15.8349	16.7996	NaN	Q99714	Q99714;Q5H928	HCD2_HUMAN	HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2
18.3639	18.6283	19.4318	Q99715	Q99715;D6RGG3;A0A087X0A8;H0Y4P7	COCA1_HUMAN	COL12A1	Collagen alpha-1(XII) chain
17.4452	18.423	16.1423	Q99729	Q99729;O14979;D6RD18;A0A087WUK2;D6RBZ0;D6R9P3	ROAA_HUMAN	HNRNPAB	Heterogeneous nuclear ribonucleoprotein A/B
17.4934	18.0066	NaN	Q99733	Q99733;C9J6D1;C9JZI7;E9PS34;A8MXH2;E9PKT8;E9PJJ2;E9PNJ7;E9PNW0	NP1L4_HUMAN	NAP1L4	Nucleosome assembly protein 1-like 4
18.2332	19.0488	NaN	Q99798	Q99798;A2A274	ACON_HUMAN	ACO2	Aconitate hydratase, mitochondrial
14.8763	16.0553	NaN	Q99816	Q99816;F5H442	TS101_HUMAN	TSG101	Tumor susceptibility gene 101 protein
14.6883	15.6199	NaN	Q99829	Q99829;F2Z2V0;A6PVH9;Q5JX58;Q5JX56;Q5JX55;Q5JX60;Q5JX54;Q5JX44;B0QZ18;E7ENH5;Q5JX59	CPNE1_HUMAN	CPNE1	Copine-1
19.2563	19.737	18.2576	Q99832	Q99832	TCPH_HUMAN	CCT7	T-complex protein 1 subunit eta
13.4651	14.0645	NaN	Q99848	Q99848;H7C2Q8	EBP2_HUMAN	EBNA1BP2	Probable rRNA-processing protein EBP2
14.8291	17.0356	14.5974	Q99873	Q99873;E9PKG1;E9PIX6;H0YDE4;E9PNR9;E9PQ98	ANM1_HUMAN	PRMT1	Protein arginine N-methyltransferase 1
NaN	16.8283	NaN	Q99961	Q99961;Q99962;M0QYE0;M0R0I3	SH3G1_HUMAN	SH3GL1	Endophilin-A2
18.9861	19.949	17.5916	Q99969	Q99969;C9J8S2	RARR2_HUMAN	RARRES2	Retinoic acid receptor responder protein 2
18.7933	18.8823	17.1198	Q99983	Q99983	OMD_HUMAN	OMD	Osteomodulin
17.3274	17.078	NaN	Q99985	Q99985	SEM3C_HUMAN	SEMA3C	Semaphorin-3C
22.4768	22.7069	20.3701	Q99988	Q99988;A0A0A0MTT8	GDF15_HUMAN	GDF15	Growth/differentiation factor 15
15.0066	16.8714	NaN	Q99999	Q99999;C9JKD7;C9JLB5;C9JGL4;C9JTV3;C9J2M1;C9J993;C9J6M2;C9J2X7;C9JE31;C9J4I2;C9JYD7;C9J3S3	G3ST1_HUMAN	GAL3ST1	Galactosylceramide sulfotransferase
20.6725	20.7257	19.3482	Q9BPU6	Q9BPU6;E7EWB4	DPYL5_HUMAN	DPYSL5	Dihydropyrimidinase-related protein 5
16.7144	16.0567	NaN	Q9BPW8	Q9BPW8;C9JDV8;H7C2U6	NIPS1_HUMAN	NIPSNAP1	Protein NipSnap homolog 1
16.4935	17.1706	16.0484	Q9BPX5	Q9BPX5	ARP5L_HUMAN	ARPC5L	Actin-related protein 2/3 complex subunit 5-like protein
17.7668	18.5044	NaN	Q9BQA1	Q9BQA1;H0Y711	MEP50_HUMAN	WDR77	Methylosome protein 50
22.5259	22.9719	21.1661	Q9BQE3	Q9BQE3;P68363;Q6PEY2;Q71U36;P0DPH8;P0DPH7;F8VXZ7;F8VWV9;F8VVB9;F8VS66;F8VQQ4;F8VRZ4;F8VX09;F8W0F6;A0A1W2PQM2;F5H5D3;F8VRK0	TBA1C_HUMAN	TUBA1C	Tubulin alpha-1C chain
18.6804	19.0508	17.2934	Q9BQE3;Q9NY65	Q9BQE3;Q6PEY2;Q71U36;P0DPH8;Q9NY65;P0DPH7;C9J2C0;A0A1W2PQM2;V9GZ17;F5H5D3	TBA1C_HUMAN;TBA8_HUMAN	TUBA1C;TUBA8	Tubulin alpha-1C chain
13.4076	15.7985	NaN	Q9BQE5	Q9BQE5;J3KQL8	APOL2_HUMAN	APOL2	Apolipoprotein L2
19.2738	19.2306	14.0727	Q9BQT9	Q9BQT9;F5H172;F5H5C6;F5H5D7;F5H7C7;F5H746	CSTN3_HUMAN	CLSTN3	Calsyntenin-3
16.2022	17.1132	16.7846	Q9BR76	Q9BR76;A0A087WW53;F5H0D2;F5H390	COR1B_HUMAN	CORO1B	Coronin-1B
16.0901	16.7915	13.0235	Q9BRG1	Q9BRG1;K7EKV4	VPS25_HUMAN	VPS25	Vacuolar protein-sorting-associated protein 25
16.637	16.6673	13.6707	Q9BRK3	Q9BRK3	MXRA8_HUMAN	MXRA8	Matrix remodeling-associated protein 8
16.3527	16.1696	NaN	Q9BS26	Q9BS26	ERP44_HUMAN	ERP44	Endoplasmic reticulum resident protein 44
15.1765	15.9008	NaN	Q9BSJ8	Q9BSJ8;F8VZB1	ESYT1_HUMAN	ESYT1	Extended synaptotagmin-1
16.0703	16.9289	15.1782	Q9BT78	Q9BT78;D6RAX7;D6RFN0	CSN4_HUMAN	COPS4	COP9 signalosome complex subunit 4
15.6085	16.1349	NaN	Q9BTW9	Q9BTW9;A0A0J9YVU1;J3KR97;A0A0J9YYG2;A0A0J9YWI5;I3L439;I3L163;A0A0J9YVR1	TBCD_HUMAN	TBCD	Tubulin-specific chaperone D
16.1367	17.7502	15.68	Q9BTY2	Q9BTY2	FUCO2_HUMAN	FUCA2	Plasma alpha-L-fucosidase
16.403	17.4981	16.7658	Q9BUD6	Q9BUD6;D6RBY3;D6RB12;D6RIH5	SPON2_HUMAN	SPON2	Spondin-2
NaN	15.8165	NaN	Q9BUJ2	Q9BUJ2;M0QYI8;M0QYZ0;A0A0A0MRA5;M0QYM5;M0R3F1;B7Z4B8	HNRL1_HUMAN	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1
14.3299	15.1304	NaN	Q9BUQ8	Q9BUQ8	DDX23_HUMAN	DDX23	Probable ATP-dependent RNA helicase DDX23
15.2314	16.616	NaN	Q9BUT1	Q9BUT1;D6R9U8;D6RBF6;D6RFG2;D6RIR6	BDH2_HUMAN	BDH2	3-hydroxybutyrate dehydrogenase type 2
14.1625	15.9187	NaN	Q9BVA1	Q9BVA1	TBB2B_HUMAN	TUBB2B	Tubulin beta-2B chain
NaN	NaN	21.0255	Q9BVC6	Q9BVC6	TM109_HUMAN	TMEM109	Transmembrane protein 109
16.0999	16.2458	NaN	Q9BVG4	Q9BVG4;A6NDF3	PBDC1_HUMAN	PBDC1	Protein PBDC1
17.4302	18.0303	16.5755	Q9BWD1	Q9BWD1	THIC_HUMAN	ACAT2	Acetyl-CoA acetyltransferase, cytosolic
17.4779	17.5443	16.8392	Q9BX97	Q9BX97;M0R310	PLVAP_HUMAN	PLVAP	Plasmalemma vesicle-associated protein
21.4312	21.6697	22.1931	Q9BXJ4	Q9BXJ4;E9PGA6	C1QT3_HUMAN	C1QTNF3	Complement C1q tumor necrosis factor-related protein 3
15.6036	16.7735	NaN	Q9BXJ9	Q9BXJ9;A0A0B4J1W3	NAA15_HUMAN	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit
14.3974	16.5213	NaN	Q9BXP5	Q9BXP5;H7C3A1	SRRT_HUMAN	SRRT	Serrate RNA effector molecule homolog
20.1383	20.3162	20.722	Q9BXR6	Q9BXR6	FHR5_HUMAN	CFHR5	Complement factor H-related protein 5
16.1255	18.2273	14.3836	Q9BXS5	Q9BXS5;E7ENJ6;K7EJL1	AP1M1_HUMAN	AP1M1	AP-1 complex subunit mu-1
15.0509	15.8794	14.112	Q9BY32	Q9BY32	ITPA_HUMAN	ITPA	Inosine triphosphate pyrophosphatase
17.9911	17.9361	NaN	Q9BY76	Q9BY76;M0R2X8	ANGL4_HUMAN	ANGPTL4	Angiopoietin-related protein 4
14.366	14.4782	NaN	Q9BZE9	Q9BZE9;J3QRW3;J3QR12;J3KRG1;J3QL04;J3QR50	ASPC1_HUMAN	ASPSCR1	Tether containing UBX domain for GLUT4
19.0392	19.2032	17.7057	Q9BZP6	Q9BZP6;Q5VUV5;E9PLJ2	CHIA_HUMAN	CHIA	Acidic mammalian chitinase
13.5451	15.9595	NaN	Q9BZZ5	Q9BZZ5;H0YER7;G3V1C3	API5_HUMAN	API5	Apoptosis inhibitor 5
16.0283	18.2114	NaN	Q9C0A0	Q9C0A0;E9PDN6;A0A087WTA1;A0A0A0MR20;A0A590UJB1;F5H107	CNTP4_HUMAN	CNTNAP4	Contactin-associated protein-like 4
16.2287	17.3341	17.6684	Q9C0B1	Q9C0B1;A0A1B0GTC5;A0A1B0GVH5;A0A1B0GTC3;A0A1B0GV98;A0A1B0GTY1;A0A1B0GU26;A0A1B0GUC3	FTO_HUMAN	FTO	Alpha-ketoglutarate-dependent dioxygenase FTO
15.8833	15.756	18.371	Q9GZM7	Q9GZM7;F6SDV2	TINAL_HUMAN	TINAGL1	Tubulointerstitial nephritis antigen-like
NaN	15.2076	NaN	Q9GZS3	Q9GZS3;H0YN81;H0YMF9;H0YM76	WDR61_HUMAN	WDR61	WD repeat-containing protein 61
16.1733	16.3732	15.3414	Q9H0C2	Q9H0C2	ADT4_HUMAN	SLC25A31	ADP/ATP translocase 4
15.056	15.2896	NaN	Q9H0D6	Q9H0D6	XRN2_HUMAN	XRN2	5'-3' exoribonuclease 2
13.9703	15.9828	NaN	Q9H0E2	Q9H0E2;F2Z2Y8;E9PNS3	TOLIP_HUMAN	TOLLIP	Toll-interacting protein
16.7191	18.0528	18.0404	Q9H0U4	Q9H0U4;P62820;E7END7	RAB1B_HUMAN	RAB1B	Ras-related protein Rab-1B
18.0916	18.8788	13.5684	Q9H173	Q9H173;D6REA1	SIL1_HUMAN	SIL1	Nucleotide exchange factor SIL1
17.4391	16.787	NaN	Q9H1B5	Q9H1B5;A0A0C4DFW8;B4DT06	XYLT2_HUMAN	XYLT2	Xylosyltransferase 2
15.0784	15.9056	NaN	Q9H1C7	Q9H1C7	CYTM1_HUMAN	CYSTM1	Cysteine-rich and transmembrane domain-containing protein 1
NaN	14.9433	14.9648	Q9H299	Q9H299;Q5T123	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3
NaN	NaN	18.0109	Q9H2K2	Q9H2K2	TNKS2_HUMAN	TNKS2	Poly [ADP-ribose] polymerase tankyrase-2
13.8626	15.2749	NaN	Q9H2M9	Q9H2M9	RBGPR_HUMAN	RAB3GAP2	Rab3 GTPase-activating protein non-catalytic subunit
17.7096	18.8608	NaN	Q9H2U2	Q9H2U2;D6RGV9;H0YAK2;H0Y9D8;D6RGI1	IPYR2_HUMAN	PPA2	Inorganic pyrophosphatase 2, mitochondrial
16.3845	17.5421	17.16	Q9H2X0	Q9H2X0;E7ESX1	CHRD_HUMAN	CHRD	Chordin
19.761	20.0958	15.093	Q9H3G5	Q9H3G5;H7C218;H7C0X5	CPVL_HUMAN	CPVL	Probable serine carboxypeptidase CPVL
NaN	15.6399	NaN	Q9H3K6	Q9H3K6;H3BTW0;H3BVE0;A0A0B4J295;H3BV85;A0A087WZT3	BOLA2_HUMAN	BOLA2	BolA-like protein 2
NaN	15.1333	NaN	Q9H3P7	Q9H3P7	GCP60_HUMAN	ACBD3	Golgi resident protein GCP60
13.1257	15.2167	NaN	Q9H3U1	Q9H3U1;A0A1W2PNX8	UN45A_HUMAN	UNC45A	Protein unc-45 homolog A
16.8788	17.5584	NaN	Q9H479	Q9H479	FN3K_HUMAN	FN3K	Fructosamine-3-kinase
15.9244	17.2043	NaN	Q9H4A4	Q9H4A4;A6NKB8	AMPB_HUMAN	RNPEP	Aminopeptidase B
21.7281	21.6616	19.5285	Q9H4B7	Q9H4B7	TBB1_HUMAN	TUBB1	Tubulin beta-1 chain
20.0066	19.7843	17.4778	Q9H4F8	Q9H4F8	SMOC1_HUMAN	SMOC1	SPARC-related modular calcium-binding protein 1
15.9201	15.026	16.1943	Q9H4G4	Q9H4G4;Q5VZR0	GAPR1_HUMAN	GLIPR2	Golgi-associated plant pathogenesis-related protein 1
17.524	18.0445	NaN	Q9H4M9	Q9H4M9;C9J2Z4;C9JDQ8;C9JC03;A0A024R571	EHD1_HUMAN	EHD1	EH domain-containing protein 1
18.6141	18.8285	16.6749	Q9H4M9;Q9NZN3	Q9H4M9;Q9NZN3;C9J2Z4;C9JDQ8;C9JC03;A0A024R571	EHD1_HUMAN;EHD3_HUMAN	EHD1;EHD3	EH domain-containing protein 1
17.5088	18.5177	NaN	Q9H6R3	Q9H6R3;A0A0B4J1R2	ACSS3_HUMAN	ACSS3	Acyl-CoA synthetase short-chain family member 3, mitochondrial
16.005	15.3586	NaN	Q9H7Y0	Q9H7Y0	DIK2B_HUMAN	DIPK2B	Divergent protein kinase domain 2B
14.4724	15.0331	NaN	Q9H832	Q9H832;I3L286	UBE2Z_HUMAN	UBE2Z	Ubiquitin-conjugating enzyme E2 Z
18.8657	18.862	18.1366	Q9H8M2	Q9H8M2;C9JBY0	BRD9_HUMAN	BRD9	Bromodomain-containing protein 9
NaN	14.4593	NaN	Q9H993	Q9H993;F5GZY1	ARMT1_HUMAN	ARMT1	Damage-control phosphatase ARMT1
14.9177	17.1742	NaN	Q9H9T3	Q9H9T3;B4DKA4	ELP3_HUMAN	ELP3	Elongator complex protein 3
15.1076	15.2596	13.6323	Q9HAV0	Q9HAV0;A0A6Q8PG88;A0A6Q8PFW8;H7C5J5;A0A6Q8PFE0;A0A6Q8PFV8	GBB4_HUMAN	GNB4	Guanine nucleotide-binding protein subunit beta-4
15.4395	16.8583	NaN	Q9HB71	Q9HB71	CYBP_HUMAN	CACYBP	Calcyclin-binding protein
19.3648	19.2961	15.9915	Q9HBI1	Q9HBI1;B0QYP8;A0A087WZB5	PARVB_HUMAN	PARVB	Beta-parvin
18.8863	20.0387	14.7196	Q9HC35	Q9HC35;B5MBZ0	EMAL4_HUMAN	EML4	Echinoderm microtubule-associated protein-like 4
18.2636	18.2567	19.8879	Q9HC38	Q9HC38;I3L3Q4;F6TLX2	GLOD4_HUMAN	GLOD4	Glyoxalase domain-containing protein 4
17.0364	16.9586	17.6186	Q9HCB6	Q9HCB6	SPON1_HUMAN	SPON1	Spondin-1
13.3982	14.4372	NaN	Q9HCE1	Q9HCE1;Q5JR04	MOV10_HUMAN	MOV10	Helicase MOV-10
NaN	14.4564	NaN	Q9HD26	Q9HD26;A0A0J9YVX5	GOPC_HUMAN	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein
24.735	24.2186	25.3786	Q9HDC9	Q9HDC9;H0Y512	APMAP_HUMAN	APMAP	Adipocyte plasma membrane-associated protein
17.9508	18.5708	15.397	Q9NP72	Q9NP72;H0Y6T8;A0A087X163	RAB18_HUMAN	RAB18	Ras-related protein Rab-18
14.716	15.7733	NaN	Q9NPD3	Q9NPD3;E9PI41	EXOS4_HUMAN	EXOSC4	Exosome complex component RRP41
13.9076	15.9103	NaN	Q9NPF4	Q9NPF4	OSGEP_HUMAN	OSGEP	Probable tRNA N6-adenosine threonylcarbamoyltransferase
15.2201	15.0475	NaN	Q9NPG4	Q9NPG4	PCD12_HUMAN	PCDH12	Protocadherin-12
17.6007	16.8343	18.639	Q9NPH3	Q9NPH3;C9J1D9	IL1AP_HUMAN	IL1RAP	Interleukin-1 receptor accessory protein
18.9042	19.2552	NaN	Q9NPJ3	Q9NPJ3	ACO13_HUMAN	ACOT13	Acyl-coenzyme A thioesterase 13
17.9399	17.6264	16.9394	Q9NPR2	Q9NPR2;H0YMZ3	SEM4B_HUMAN	SEMA4B	Semaphorin-4B
17.9709	19.2663	17.1167	Q9NQC3	Q9NQC3;F8W914;A0A0U1RQR6;H7C106	RTN4_HUMAN	RTN4	Reticulon-4
21.2646	21.7423	19.4982	Q9NQH7	Q9NQH7	XPP3_HUMAN	XPNPEP3	Xaa-Pro aminopeptidase 3
19.3603	18.1605	19.4329	Q9NQR4	Q9NQR4;F8WF70;H7C579	NIT2_HUMAN	NIT2	Omega-amidase NIT2
17.9263	18.7818	17.6908	Q9NQW7	Q9NQW7;Q5T6H3;Q5T6H2;Q5T6H7	XPP1_HUMAN	XPNPEP1	Xaa-Pro aminopeptidase 1
15.4249	15.6298	15.1592	Q9NQX3	Q9NQX3;G3V355;G3V582;G3V4R0;F5H039	GEPH_HUMAN	GPHN	Gephyrin
15.4474	16.4289	NaN	Q9NR19	Q9NR19	ACSA_HUMAN	ACSS2	Acetyl-coenzyme A synthetase, cytoplasmic
15.9374	17.2871	13.8795	Q9NR30	Q9NR30	DDX21_HUMAN	DDX21	Nucleolar RNA helicase 2
NaN	16.1431	NaN	Q9NR31	Q9NR31	SAR1A_HUMAN	SAR1A	GTP-binding protein SAR1a
18.7552	19.3325	17.1857	Q9NR31;Q9Y6B6	Q9Y6B6;Q9NR31;H0Y5E8;Q9H029	SAR1A_HUMAN;SAR1B_HUMAN	SAR1A;SAR1B	GTP-binding protein SAR1a
18.7617	19.8678	15.9889	Q9NR45	Q9NR45	SIAS_HUMAN	NANS	Sialic acid synthase
13.6876	14.455	NaN	Q9NRA1	Q9NRA1	PDGFC_HUMAN	PDGFC	Platelet-derived growth factor C
18.6673	19.1878	20.8334	Q9NRN5	Q9NRN5;B4DNG0	OLFL3_HUMAN	OLFML3	Olfactomedin-like protein 3
16.9381	16.7171	NaN	Q9NRV9	Q9NRV9;F5GWX2;A0A3B3IRV5	HEBP1_HUMAN	HEBP1	Heme-binding protein 1
15.002	16.7744	NaN	Q9NRX4	Q9NRX4	PHP14_HUMAN	PHPT1	14 kDa phosphohistidine phosphatase
17.6835	18.158	17.2873	Q9NS15	Q9NS15;E9PRF2	LTBP3_HUMAN	LTBP3	Latent-transforming growth factor beta-binding protein 3
17.3257	18.008	NaN	Q9NSD9	Q9NSD9	SYFB_HUMAN	FARSB	Phenylalanine--tRNA ligase beta subunit
16.8889	17.4134	NaN	Q9NSE4	Q9NSE4	SYIM_HUMAN	IARS2	Isoleucine--tRNA ligase, mitochondrial
14.4771	14.9128	NaN	Q9NSK0	Q6P597;Q9NSK0;C9J8T5;K7EL76;C9JZE5;K7ENJ3	KLC4_HUMAN	KLC4	Kinesin light chain 4
18.4543	19.158	15.7907	Q9NTK5	Q9NTK5;J3KQ32	OLA1_HUMAN	OLA1	Obg-like ATPase 1
13.6297	14.7875	NaN	Q9NTM9	Q9NTM9;Q5TCZ7	CUTC_HUMAN	CUTC	Copper homeostasis protein cutC homolog
14.7561	14.3	NaN	Q9NTZ6	Q9NTZ6	RBM12_HUMAN	RBM12	RNA-binding protein 12
NaN	16.2341	NaN	Q9NUJ1	Q9NUJ1	ABHDA_HUMAN	ABHD10	Palmitoyl-protein thioesterase ABHD10, mitochondrial
